station_name,station_id,station_lat,station_lng
Halsted St & 21st St,135.0,41.8538,-87.6466
California Ave & Lake St,378.0,41.8845,-87.6963
Wentworth Ave & 24th St (Temp),132.0,41.8501,-87.6321
Ashland Ave & Pershing Rd,547.0,41.8235,-87.6656
Ashland Ave & Grand Ave,277.0,41.8911,-87.6666
Wentworth Ave & Cermak Rd (Temp),120.0,41.853,-87.6306
Shedd Aquarium,3.0,41.8672,-87.6154
Morgan St & Pershing Rd,548.0,41.8236,-87.6509
Theater on the Lake,177.0,41.9263,-87.6308
Wood St & 35th St,369.0,41.8301,-87.6703
Canal St & Harrison St,169.0,41.8743,-87.6396
Racine Ave & 15th St,274.0,41.8613,-87.6566
Austin Blvd & Chicago Ave,524.0,41.8949,-87.7747
Leavitt St & Lawrence Ave,311.0,41.9689,-87.684
Kedzie Ave & 21st St,439.0,41.8535,-87.7051
Wentworth Ave & 33rd St,403.0,41.8345,-87.6318
Princeton Ave & 47th St,412.0,41.8093,-87.6334
Wabash Ave & 87th St,595.0,41.7366,-87.6226
Ridge Blvd & Touhy Ave,466.0,42.0121,-87.6829
Dorchester Ave & 49th St,416.0,41.8058,-87.5925
Racine Ave & Washington Blvd (*),654.0,41.8831,-87.657
Kedzie Ave & Foster Ave,470.0,41.9757,-87.7093
MLK Jr Dr & 83rd St,586.0,41.7431,-87.6148
Lincolnwood Dr & Central St,663.0,42.0649,-87.7153
Indiana Ave & 40th St,201.0,41.8217,-87.6216
Wabash Ave & 83rd St,587.0,41.7433,-87.6228
Ridge Blvd & Howard St,514.0,42.0193,-87.6845
Leavitt St & Addison St,492.0,41.9467,-87.6834
State St & 79th St,573.0,41.7508,-87.6244
Ashland Ave & 13th St,275.0,41.8652,-87.6665
Cottage Grove Ave & 71st St,400.0,41.7657,-87.605
Damen Ave & Wellington Ave,162.0,41.9359,-87.6784
Christiana Ave & Lawrence Ave,474.0,41.9684,-87.7118
Cicero Ave & Quincy St,539.0,41.8776,-87.7454
Halsted St & 59th St,593.0,41.7875,-87.6449
Dorchester Ave & 63rd St,428.0,41.7804,-87.5914
Glenwood Ave & Touhy Ave,525.0,42.0127,-87.6661
Central Ave & Harrison St,541.0,41.873,-87.7645
Kedzie Ave & 24th St,441.0,41.8482,-87.7054
Kedzie Ave & Roosevelt Rd,435.0,41.8665,-87.7065
MLK Jr Dr & 56th St,421.0,41.7934,-87.6159
South Shore Dr & 71st St,12.0,41.7664,-87.5657
South Chicago Ave & 83rd St,588.0,41.7439,-87.5752
Leavitt St & Belmont Ave (*),664.0,41.9394,-87.6833
State St & 54th St,646.0,41.7966,-87.6259
Avondale Ave & Irving Park Rd,483.0,41.9534,-87.732
Calumet Ave & 71st St,393.0,41.7655,-87.6169
Drake Ave & Montrose Ave,479.0,41.9612,-87.7166
Damen Ave & Coulter St,167.0,41.8492,-87.6756
Pulaski Rd & Lake St,528.0,41.8854,-87.7265
Kostner Ave & Lake St,536.0,41.8859,-87.7354
Laramie Ave & Kinzie St,530.0,41.8878,-87.7555
Cicero Ave & Lake St,529.0,41.8868,-87.7453
Kedzie Ave & Leland Ave,476.0,41.9667,-87.7081
Knox Ave & Montrose Ave,592.0,41.9606,-87.7454
South Shore Dr & 74th St,399.0,41.7622,-87.5593
Clark St & Touhy Ave,353.0,42.0126,-87.6744
Shields Ave & 28th Pl,401.0,41.8427,-87.6355
Stony Island Ave & 82nd St,583.0,41.7466,-87.586
Dodge Ave & Mulford St,662.0,42.0235,-87.6996
Jeffery Blvd & 76th St,395.0,41.7571,-87.5758
Racine Ave & 65th St,564.0,41.7754,-87.6543
Yates Blvd & 75th St,396.0,41.7588,-87.5664
Racine Ave & 61st St,562.0,41.7832,-87.6544
Albany Ave & 26th St,444.0,41.8445,-87.702
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,41.89,-87.6807
Stony Island Ave & 75th St,270.0,41.7587,-87.5869
Kilbourn Ave & Milwaukee Ave,591.0,41.9488,-87.74
Stony Island Ave & 64th St,95.0,41.7789,-87.5866
Vincennes Ave & 75th St,568.0,41.758,-87.6312
Karlov Ave & Madison St,534.0,41.8809,-87.7279
Laramie Ave & Gladys Ave,543.0,41.8758,-87.7553
Bernard St & Elston Ave,640.0,41.9499,-87.7139
Central Park Ave & Bloomingdale Ave,641.0,41.9142,-87.7168
Halsted St & 63rd St,388.0,41.7794,-87.6446
Phillips Ave & 79th St,579.0,41.7518,-87.5652
Pulaski Rd & Congress Pkwy,535.0,41.8743,-87.7257
Stony Island Ave & 71st St,356.0,41.7665,-87.5865
Kildare Ave & Montrose Ave,630.0,41.9611,-87.7357
Western Ave & Fillmore St (*),644.0,41.8686,-87.6862
Vernon Ave & 79th St,574.0,41.7509,-87.6138
Wells St & 19th St,218.0,41.8568,-87.6339
Stony Island Ave & South Chicago Ave,577.0,41.7512,-87.5853
Wentworth Ave & 63rd St,390.0,41.7801,-87.6297
Halsted St & 37th St,262.0,41.8271,-87.6457
Evans Ave & 75th St,570.0,41.7585,-87.6064
State St & 76th St,572.0,41.757,-87.6246
Eggleston Ave & 69th St (*),650.0,41.7689,-87.6359
Kostner Ave & Adams St,545.0,41.8779,-87.7357
Woodlawn Ave & 75th St,569.0,41.7592,-87.5958
Michigan Ave & 71st St,651.0,41.7653,-87.6217
Stony Island Ave & 67th St,102.0,41.7735,-87.5853
Damen Ave & Walnut (Lake) St (*),656.0,41.886,-87.677
Hoyne Ave & Balmoral Ave,655.0,41.9799,-87.6819
Halsted St & 51st St,384.0,41.8018,-87.6452
Fairfield Ave & Roosevelt Rd,436.0,41.8666,-87.6945
Lakefront Trail & Wilson Ave,639.0,41.9658,-87.6454
Perry Ave & 69th St,392.0,41.7693,-87.6282
Central Ave & Lake St,531.0,41.8877,-87.7655
Smith Park (*),643.0,41.892,-87.6894
Throop St & 52nd St,556.0,41.7997,-87.6572
Damen Ave & 51st St,554.0,41.8009,-87.6747
Latrobe Ave & Chicago Ave,642.0,41.8947,-87.7569
May St & 69th St,567.0,41.7689,-87.6529
Damen Ave & 59th St,561.0,41.786,-87.6742
Ashland Ave & 66th St,565.0,41.7741,-87.6638
Central Ave & Madison St,542.0,41.8801,-87.7632
Cicero Ave & Flournoy St,538.0,41.8721,-87.7466
California Ave & 26th St,445.0,41.844,-87.6953
Halsted St & 56th St,386.0,41.7929,-87.645
Shields Ave & 43rd St,409.0,41.8162,-87.6348
Carpenter St & 63rd St,648.0,41.7799,-87.6509
Ashland Ave & 50th St,555.0,41.803,-87.6647
Rainbow Beach,398.0,41.7579,-87.5494
Bennett Ave & 79th St,578.0,41.7518,-87.5785
Exchange Ave & 79th St,580.0,41.7517,-87.5528
Halsted St & 69th St,391.0,41.7691,-87.6446
Marshfield Ave & 44th St,549.0,41.814,-87.6666
Stewart Ave & 63rd St (*),649.0,41.7798,-87.6348
Burnham Harbor,4.0,41.8563,-87.6133
Ashland Ave & 69th St,566.0,41.7687,-87.6641
Rhodes Ave & 71st St,652.0,41.766,-87.6117
Phillips Ave & 83rd St,582.0,41.7445,-87.5651
Elizabeth St & 59th St,647.0,41.7867,-87.6559
Greenwood Ave & 79th St,576.0,41.7513,-87.5976
Montrose Harbor,249.0,41.964,-87.6382
Marshfield Ave & 59th St,560.0,41.7868,-87.6662
Kenton Ave & Madison St,537.0,41.8807,-87.741
Elizabeth St & 47th St,553.0,41.8084,-87.6565
South Chicago Ave & Elliot Ave,665.0,41.747363,-87.580046
Michigan Ave & 71st St,674.0,41.765286,-87.621748
Halsted St & 78th St,681.0,41.752487,-87.643902
Stewart Ave & 83rd St,677.0,41.743717,-87.634088
Ashland Ave & 78th St,683.0,41.75223483333333,-87.66386033333333
Ashland Ave & 73rd St,679.0,41.761225,-87.663361
Halsted St & 73rd St,678.0,41.761605,-87.644161
WATSON TESTING - DIVVY,676.0,41.89484,-87.73087366666667
Eberhart Ave & 91st St,682.0,41.729267,-87.611829
State St & 95th St,690.0,41.72162083333333,-87.62284616666666
Loomis Blvd & 84th St,687.0,41.741642166666665,-87.65841433333334
Prospect Sq & 91st St,684.0,41.7279095,-87.66762416666667
Indiana Ave & 103rd St,696.0,41.707169666666665,-87.6183555
Elizabeth St & 92nd St,689.0,41.72682666666667,-87.65429816666666
Baltimore Ave & 87th St,693.0,41.73733766666667,-87.54854733333333
Oglesby Ave & 100th St,697.0,41.71328166666667,-87.56587966666666
Summit Ave & 86th St,685.0,41.73787583333333,-87.64484383333334
Marquette Ave & 89th St,692.0,41.73361766666667,-87.558508
Houston Ave & 92nd St,694.0,41.72819466666667,-87.549638
Dauphin Ave & 103rd St,695.0,41.70731966666666,-87.6077885
Halsted St & 96th St,700.0,41.719752,-87.6428315
East End Ave & 87th St,686.0,41.736815,-87.582801
Cottage Grove Ave & 111th Pl,698.0,41.691661,-87.60999883333334
Wentworth Ave & 104th St,712.0,41.70536533333333,-87.62890533333334
Constance Ave & 95th St,701.0,41.72208,-87.57897783333334
State St & 123rd St,714.0,41.67066583333333,-87.622708
Big Marsh Park,717.0,41.685933,-87.57369366666667
Dauphin Ave & 87th St,706.0,41.7365145,-87.6012605
Halsted St & 111th St,711.0,41.692410333333335,-87.64263233333334
Major Taylor Trail & 115th St,713.0,41.684974833333335,-87.64531916666667
Greenwood Ave & 91st St,702.0,41.72864516666667,-87.59724216666666
Stony Island Ave & 90th St,705.0,41.73133383333333,-87.5857815
Halsted St & 104th St,709.0,41.705032333333335,-87.642333
Greenwood Ave & 97th St,703.0,41.718730666666666,-87.59700566666666
Torrence Ave & 106th St,707.0,41.702890833333335,-87.55989016666666
Eggleston Ave & 92nd St,691.0,41.72761883333333,-87.634883
Avenue O & 134th St,704.0,41.65190866666666,-87.539584
Vernon Ave & 107th St,699.0,41.70017833333333,-87.61231
Torrence Ave & 126th Pl,720.0,41.66628516666667,-87.55710416666666
Clyde Ave & 87th St,708.0,41.73717716666667,-87.57269933333333
Ewing Ave & Burnham Greenway,718.0,41.712748,-87.534813
Walden Pkwy & 100th St,721.0,41.71223883333333,-87.66767933333334
Burnham Greenway & 105th St,710.0,41.704575,-87.528231
Eberhart Ave & 131st St,716.0,41.65798683333333,-87.6107985
Avenue O & 118th St,719.0,41.68100983333333,-87.538001
Hale Ave & 107th St,723.0,41.6992185,-87.66888533333334
Bradley Park,731.0,41.7179115,-87.56462216666667
Vincennes Ave & 104th St,726.0,41.7049455,-87.65711616666667
Lawndale Ave & 111th St,730.0,41.691305,-87.71281766666667
Commercial Ave & 130th St,722.0,41.6591145,-87.55078466666667
Ada St & 113th St,727.0,41.68753483333333,-87.6552665
Halsted St & 104th St,725.0,41.7051715,-87.6424545
Homewood Ave & 115th St,724.0,41.68458,-87.67085866666666
Western Ave & 111th St,728.0,41.69121966666667,-87.68130333333333
Major Taylor Trail & 124th St,715.0,41.668723,-87.63718783333333
Hegewisch Metra Station,732.0,41.6485,-87.546089
Aberdeen St & Jackson Blvd,13157,41.87772613,-87.65478743
Larrabee St & Armitage Ave,TA1309000006,41.91811233333333,-87.6437985
Kingsbury St & Kinzie St,KA1503000043,41.889193166666665,-87.63857616666667
Clark St & Leland Ave,TA1309000014,41.967096,-87.667429
Dearborn St & Monroe St,TA1305000006,41.881319815,-87.6295209193
Sheridan Rd & Noyes St (NU),604,42.058239,-87.677432
Michigan Ave & Oak St,13042,41.90096,-87.623777
Clark St & Grace St,TA1307000127,41.95078,-87.659172
Desplaines St & Kinzie St,TA1306000003,41.888716036,-87.6444478533
Orleans St & Elm St,TA1306000006,41.902924,-87.637715
Wells St & Walton St,TA1306000011,41.89993001,-87.63443007
Cannon Dr & Fullerton Ave,13124,41.9267559875,-87.6344287848
Broadway & Barry Ave,13137,41.937582,-87.644097
Broadway & Wilson Ave,13074,41.965221,-87.658139
Ravenswood Ave & Lawrence Ave,TA1309000066,41.96909,-87.674237
Lincoln Ave & Roscoe St,TA1307000138,41.94334,-87.67097
Sheffield Ave & Wellington Ave,TA1307000052,41.936266,-87.652662
Sheridan Rd & Columbia Ave,660,42.004583,-87.661406
Racine Ave & Wrightwood Ave,TA1309000059,41.928887,-87.658971
Damen Ave & Wellington Ave,13268,41.93588333333334,-87.6784505
South Shore Dr & 71st St,KA1503000002,41.7664094567,-87.5656875719
Western Ave & Leland Ave,TA1307000140,41.966502166666665,-87.68844583333333
Lakefront Trail & Wilson Ave,639,41.965845,-87.645361
Greenview Ave & Diversey Pkwy,13294,41.93258963429789,-87.66593635082245
Sedgwick St & Huron St,TA1307000062,41.894666,-87.638437
Albany Ave & Bloomingdale Ave,15655,41.914026,-87.705126
Lincoln Ave & Diversey Pkwy,TA1307000064,41.932225,-87.658617
Daley Center Plaza,TA1306000010,41.88403733333333,-87.62947366666667
Dayton St & North Ave,13058,41.9105780349,-87.6494219288
Clark St & Lincoln Ave,13179,41.91570866666667,-87.63460416666666
Ellis Ave & 55th St,KA1504000076,41.79430062054,-87.6014497734
Adler Planetarium,13431,41.866095,-87.607267
Elizabeth (May) St & Fulton St,13197,41.886616486027656,-87.6580399274826
LaSalle St & Washington St,13006,41.882745666666665,-87.6326705
Loomis St & Archer Ave,KA1503000040,41.841632,-87.657434
State St & 35th St,TA1307000129,41.8311045,-87.62686516666666
Paulina St & 18th St,TA1307000159,41.857901,-87.668745
Canal St & Harrison St,13326,41.8743045,-87.63966033333334
Clark St & 9th St (AMLI),SL-009,41.870816,-87.631246
Green St & Madison St,TA1307000120,41.881892,-87.648789
Loomis St & Lexington St,13332,41.872187,-87.661501
Michigan Ave & Lake St,TA1305000011,41.88554633333333,-87.625339
Damen Ave & Thomas St (Augusta Blvd),TA1307000070,41.901315,-87.677409
Clark St & Randolph St,TA1305000030,41.884576228,-87.63188991
Franklin St & Adams St (Temp),TA1309000008,41.87943409140013,-87.63550400733948
Burnham Harbor,15545,41.856268,-87.613348
Halsted St & 21st St,13162,41.85351533333333,-87.64628066666667
Clark St & Elm St,TA1307000039,41.902973,-87.63128
Racine Ave & 18th St,13164,41.858166,-87.656495
Paulina St & Flournoy St,KA1504000104,41.87295,-87.66913
Ada St & Washington Blvd,13353,41.88283,-87.661206
Streeter Dr & Grand Ave,13022,41.892278,-87.612043
Michigan Ave & Madison St,13036,41.882134,-87.625125
Throop St & Taylor St,13139,41.868968,-87.659141
Dusable Harbor,KA1503000064,41.886976,-87.612813
Central Ave & Chicago Ave,16920,41.894958,-87.764902
Milwaukee Ave & Wabansia Ave,13243,41.912616,-87.681391
Franklin St & Chicago Ave,13017,41.896746973093805,-87.63566762208939
State St & 19th St,SL-013,41.856594,-87.627542
Wabash Ave & Cermak Rd,TA1305000001,41.852619,-87.626488
900 W Harrison St,13028,41.874754,-87.649807
Halsted St & Polk St,TA1307000121,41.87184,-87.64664
Morgan St & Polk St,TA1307000130,41.871737,-87.65103
Indiana Ave & Roosevelt Rd,SL-005,41.867888,-87.623041
Racine Ave & 13th St,13165,41.865054,-87.656959
Racine Ave & Belmont Ave,TA1308000019,41.939709,-87.65886616666667
McClurg Ct & Erie St,KA1503000041,41.89379616666667,-87.61896616666667
Clark St & Ida B Wells Dr,TA1305000009,41.8759326655,-87.6305845355
Wacker Dr & Washington St,KA1503000072,41.883426,-87.637215
LaSalle St & Jackson Blvd,TA1309000004,41.878166,-87.631929
Clark St & Winnemac Ave,TA1309000035,41.97334764047304,-87.6678554713726
Western Ave & Granville Ave,KA1504000129,41.994184,-87.68944316666666
Larrabee St & Menomonee St,TA1306000007,41.91468,-87.64332
Southport Ave & Irving Park Rd,TA1309000043,41.95416016666667,-87.66416816666667
LaSalle St & Adams St,KA1503000034,41.87934437346,-87.6319852213
Winchester Ave & Elston Ave,KA1504000140,41.92409085038,-87.6764600747
Sheffield Ave & Waveland Ave,TA1307000126,41.949399,-87.654529
Clark St & Lake St,KA1503000012,41.88602082773,-87.6308760584
Halsted St & Willow St,TA1307000166,41.913887333333335,-87.64879883333333
Damen Ave & Pierce Ave,TA1305000041,41.909370333333335,-87.6777065
Lakeview Ave & Fullerton Pkwy,TA1309000019,41.925858,-87.638973
California Ave & Byron St,15628,41.95216219326,-87.698051113
Wells St & Evergreen Ave,TA1308000049,41.906724,-87.63483
State St & Van Buren St,TA1305000035,41.877181,-87.627844
Larrabee St & Oak St,KA1504000116,41.90021949323,-87.6429854676
State St & 79th St,573,41.7507835,-87.62444966666666
Ashland Ave & Blackhawk St,13224,41.907066,-87.667252
Damen Ave & Foster Ave,KA1504000149,41.97568683333333,-87.67947366666667
Lincoln Ave & Sunnyside Ave,TA1307000156,41.963004,-87.684781
Stockton Dr & Wrightwood Ave,13276,41.9313295,-87.63876616666667
Sheffield Ave & Willow St,TA1306000032,41.913688,-87.652855
Damen Ave & Division St,13136,41.903266,-87.678435
Artesian Ave & Hubbard St,15664,41.88949366666667,-87.68819516666667
Mies van der Rohe Way & Chestnut St,15529,41.898611333333335,-87.6224675
Damen Ave & Madison St,13134,41.881409833333336,-87.6749305
Lake Shore Dr & Wellington Ave,TA1307000041,41.9366884494997,-87.63682901859283
Clark St & Montrose Ave,KA1503000022,41.961588,-87.666036
Sawyer Ave & Irving Park Rd,KA1504000096,41.953606666666666,-87.70939483333333
Leavitt St & North Ave,TA1308000005,41.91050936666395,-87.6823890209198
Sangamon St & Washington Blvd,13409,41.883165,-87.6511
Southport Ave & Belmont Ave,13229,41.93947775040509,-87.6637476682663
Broadway & Berwyn Ave,13109,41.978353,-87.659753
Broadway & Ridge Ave,15578,41.9840446107,-87.6602738295
Wood St & Augusta Blvd,657,41.89918716666666,-87.67222566666666
California Ave & Cortez St,17660,41.900363,-87.696704
Ravenswood Ave & Berteau Ave,TA1309000018,41.957921,-87.673567
Western Ave & Walton St,KA1504000103,41.89841768945,-87.6865960164
Western Ave & Fillmore St,644,41.868660166666665,-87.68627183333334
Kedzie Ave & Lake St,KA1504000106,41.88460483333333,-87.70632916666666
Franklin St & Monroe St,TA1309000007,41.880317,-87.635185
Halsted St & Maxwell St,TA1309000001,41.864883,-87.647071
Clarendon Ave & Junior Ter,13389,41.961004,-87.649603
Lincoln Ave & Waveland Ave,13253,41.948789,-87.67527749999999
W Oakdale Ave & N Broadway,20252.0,41.94,-87.64
Kedzie Ave & Palmer Ct,13292,41.921525,-87.707322
Sheridan Rd & Greenleaf Ave,KA1504000159,42.01058656284,-87.6624120948
Harper Ave & 59th St,KA1503000070,41.788035666666666,-87.58827533333333
Eberhart Ave & 91st St,20110,41.72926714170562,-87.61182948946953
Wabash Ave & 87th St,595,41.736646,-87.622634
Keystone Ave & Montrose Ave,KA1504000164,41.961108,-87.72897
63rd St Beach,15491,41.78101637196,-87.5761197602
Claremont Ave & Hirsch St,13245,41.907704333333335,-87.685846
Calumet Ave & 21st St,15546,41.85418424947,-87.6191537415
Dearborn Pkwy & Delaware Pl,TA1307000128,41.89898066666667,-87.629923
Kimbark Ave & 53rd St,TA1309000037,41.799568,-87.594747
California Ave & North Ave,13258,41.91044,-87.6972
Oakley Ave & Touhy Ave,RP-004,42.012342,-87.688243
Aberdeen St & Monroe St,13156,41.880419,-87.655519
Orleans St & Merchandise Mart Plaza,TA1305000022,41.888243,-87.63639
Indiana Ave & 26th St,TA1307000005,41.845687,-87.622481
Columbus Dr & Randolph St,13263,41.884728,-87.619521
Dauphin Ave & 87th St,20116,41.73655902282214,-87.60125756263733
Avers Ave & Belmont Ave,15640,41.939408,-87.723574
Lake Shore Dr & Belmont Ave,TA1309000049,41.940775,-87.639192
Lake Shore Dr & Diversey Pkwy,TA1309000039,41.932588,-87.636427
Major Taylor Trail & 115th St,20207,41.684932,-87.645289
Greenwood Ave & 47th St,TA1308000002,41.8097895,-87.5993605
Broadway & Belmont Ave,13277,41.940106,-87.645451
Western Ave & Division St,13241,41.90287966666666,-87.687364
Michigan Ave & Ida B Wells Dr,TA1305000010,41.876243,-87.624426
Wells St & Elm St,KA1504000135,41.903222,-87.634324
Wood St & Chicago Ave,637,41.8955955,-87.67214266666667
Orleans St & Hubbard St,636,41.890028,-87.636618
Eastlake Ter & Rogers Ave,523,42.0208872805206,-87.66505792737007
Bernard St & Elston Ave,18016,41.949923,-87.713949
Clark St & Chicago Ave,13303,41.89675,-87.63089
Kedzie Ave & Harrison St,KA1504000082,41.87359967462,-87.7048707493
Perry Ave & 69th St,KA1503000047,41.76929308995,-87.6281959291
Eberhart Ave & 61st St,KA1503000033,41.78414169317,-87.6133078304
Stony Island Ave & 82nd St,583,41.746537333333336,-87.58601383333334
Clark St & Elmdale Ave,KA1504000148,41.99086044812557,-87.66972362995148
Western Ave & Howard St,527,42.018901,-87.690048
Damen Ave & Cortland St,13133,41.915983,-87.677335
Ellis Ave & 58th St,TA1309000011,41.788746,-87.601334
Greenview Ave & Jarvis Ave,520,42.015962,-87.66857
California Ave & 26th St,15692,41.844045,-87.69528083333333
Richmond St & Diversey Ave,15645,41.93190196886,-87.7011951301
Emerald Ave & 31st St,TA1309000055,41.838198,-87.645143
Ashland Ave & 50th St,16940,41.803023,-87.664699
Greenwood Ave & 97th St,20238,41.71867683333333,-87.596976
Stewart Ave & 83rd St,20120,41.74364766666667,-87.63410516666667
Clifton Ave & Armitage Ave,TA1307000163,41.918216,-87.656936
Southport Ave & Roscoe St,13071,41.94371833333334,-87.6640005
State St & 29th St,13213,41.841707,-87.626938
Wells St & Polk St,SL-011,41.872596,-87.633502
Wells St & Concord Ln,TA1308000050,41.912133,-87.634656
Wabash Ave & Wacker Pl,TA1307000131,41.886875,-87.62603
Ashland Ave & Wrightwood Ave,13296,41.92883,-87.668507
Ashland Ave & Lake St,13073,41.88592,-87.66717
Winthrop Ave & Lawrence Ave,TA1308000021,41.968812,-87.657659
Clark St & Armitage Ave,13146,41.918306,-87.636282
State St & Randolph St,TA1305000029,41.8847302006,-87.6277335692
Clark St & Wrightwood Ave,TA1305000014,41.929546,-87.643118
Broadway & Sheridan Rd,13323,41.952833,-87.649993
Dearborn St & Adams St,TA1305000005,41.879356,-87.629791
Valli Produce - Evanston Plaza,599,42.039742,-87.699413
Ashland Ave & Wellington Ave,13269,41.936083,-87.669807
Leavitt St & Armitage Ave,TA1309000029,41.917748333333336,-87.682514
Millennium Park,13008,41.8810317,-87.62408432
Greenwood Ave & 79th St,576,41.751294,-87.597552
Lake Park Ave & 56th St,TA1309000063,41.793242,-87.587782
Albany Ave & 26th St,15691,41.844475,-87.702013
MLK Jr Dr & 63rd St,KA1503000053,41.78008063659,-87.6159428567
Conservatory Dr & Lake St,518,41.885502,-87.716866
Loomis St & Jackson Blvd,13206,41.877945,-87.662007
Paulina Ave & North Ave,TA1305000037,41.910337,-87.670072
Shields Ave & 31st St,KA1503000038,41.8383775,-87.635325
Noble St & Milwaukee Ave,13290,41.900671,-87.662588
Ashland Ave & Garfield Blvd,16943,41.79291633333333,-87.66445816666666
Princeton Ave & Garfield Blvd,KA1503000013,41.79501283333333,-87.6331165
Troy St & Elston Ave,15631,41.945225666666666,-87.70660483333333
Laramie Ave & Kinzie St,530,41.887832,-87.755527
East End Ave & 87th St,20231,41.73681521440671,-87.58280128240585
Laramie Ave & Gladys Ave,543,41.875806,-87.755285
Halsted St & 37th St,TA1307000161,41.827059,-87.64572
Cornell Dr & Hayes Dr,653,41.78056766666667,-87.5852475
St. Louis Ave & Balmoral Ave,KA1504000161,41.98039423475,-87.7161149615
Cottage Grove Ave & Oakwood Blvd,TA1308000038,41.822985,-87.6071
Calumet Ave & 51st St,15470,41.80231966666667,-87.618063
Western Ave & 21st St,13091,41.854109,-87.685838
Central Park Ave & Elbridge Ave,15644,41.935375,-87.716785
Ridge Blvd & Howard St,514,42.019276,-87.68452
University Library (NU),605,42.052939,-87.673447
Vernon Ave & 107th St,20109,41.70012137923888,-87.61225998401642
Halsted St & 78th St,20233,41.75248701249013,-87.6439021574879
Cottage Grove Ave & 63rd St,KA1503000054,41.78060094521422,-87.60583609342575
Clarendon Ave & Leland Ave,TA1307000119,41.967968,-87.650001
Bradley Park,20227,41.71788566666667,-87.5646075
Jeffery Blvd & 71st St,KA1503000018,41.766585166666665,-87.576422
Canal St & Madison St,13341,41.882171,-87.64001116666667
Theater on the Lake,TA1308000001,41.926277,-87.630834
Halsted St & Wrightwood Ave,TA1309000061,41.929198166666666,-87.649121
Cherry Ave & Blackhawk St,18069,41.90723883333333,-87.65562283333334
Rockwell St & Eastwood Ave,KA1504000093,41.96590013976,-87.6936384935
Desplaines St & Randolph St,15535,41.884548,-87.64443633333333
Marshfield Ave & Cortland St,TA1305000039,41.916017,-87.668879
Franklin St & Lake St,TA1307000111,41.88581066666666,-87.63544733333333
Orleans St & Chestnut St (NEXT Apts),620,41.898203,-87.637536
Stetson Ave & South Water St,TA1308000029,41.886835,-87.62232
South Shore Dr & 74th St,KA1503000020,41.76218896038,-87.55927465
Karlov Ave & Madison St,534,41.88082716666667,-87.7278765
Kostner Ave & Adams St,545,41.877917,-87.735737
DuSable Museum,KA1503000075,41.79156801058,-87.6078521774
Benson Ave & Church St,596,42.048214,-87.683485
Wabash Ave & 83rd St,587,41.743316,-87.622849
Kedzie Ave & Bryn Mawr Ave,KA1504000167,41.98239708485,-87.7089225202
Aberdeen St & Randolph St,18062,41.884145333333336,-87.65426183333334
Campbell Ave & Montrose Ave,15623,41.96152593287,-87.6911650414
Michigan Ave & 8th St,623,41.872383,-87.62393466666667
Rush St & Hubbard St,KA1503000044,41.890173,-87.626185
Western Ave & Roscoe St,15634,41.943034,-87.687288
Torrence Ave & 106th St,20221,41.70280085022591,-87.55972623825073
Western Ave & 28th St,KA1504000168,41.84151770807,-87.6851314409
Spaulding Ave & Division St,15654,41.902706,-87.709219
Burnham Greenway & 105th St,20222,41.70464666666667,-87.52839283333333
Green St & Randolph St,13053,41.88360616666667,-87.64850983333334
Field Blvd & South Water St,15534,41.88623333333334,-87.6177385
Ashland Ave & 66th St,16950,41.774074,-87.663815
Michigan Ave & 71st St,651,41.765286,-87.621748
Kostner Ave & Lake St,536,41.885928,-87.73541
Base - 2132 W Hubbard Warehouse,Hubbard Bike-checking (LBS-WH-TEST),41.88995451607409,-87.68065094947815
Kildare Ave & Montrose Ave,KA1706005015,41.96101466666666,-87.73564083333333
Archer (Damen) Ave & 37th St,18022,41.826712,-87.683144
Cottage Grove Ave & 47th St,TA1309000053,41.809855,-87.606755
Delano Ct & Roosevelt Rd,KA1706005007,41.867491,-87.63219
Canal St & Taylor St,15550,41.870257,-87.639474
Talman Ave & Addison St,15632,41.94663666666667,-87.6945865
Canal St & Monroe St,13056,41.88169,-87.63953
California Ave & 23rd Pl,15689,41.84910969176,-87.6951398068
Ashland Ave & Chicago Ave,13247,41.895959,-87.6677955
Larrabee St & North Ave,TA1306000008,41.91021,-87.6435
Pulaski Rd & Eddy St (Temp),KA1504000141,41.946259,-87.73109133333334
Leavitt St & Archer Ave,KA1503000068,41.828792,-87.680604
Ellis Ave & 53rd St,KA1503000052,41.79933626261,-87.6009581145
Cottage Grove Ave & 83rd St,585,41.743441,-87.604836
Western Ave & Monroe St,15667,41.8797877089,-87.686112808
Clark St & Schreiber Ave,KA1504000156,41.999251,-87.671377
Broadway & Thorndale Ave,15575,41.98972483333333,-87.660105
Racine Ave & 35th St,15446,41.830696,-87.655975
Laramie Ave & Madison St,540,41.880207,-87.755337
Oglesby Ave & 100th St,20226,41.71339748442245,-87.56584167480469
Central St & Girard Ave,E007,42.064313,-87.686152
Stony Island Ave & 71st St,KA1503000045,41.76646133333333,-87.58651733333333
Chicago Ave & Washington St,E002,42.032562,-87.679101
Cottage Grove Ave & 71st St,KA1503000003,41.76571903697,-87.604959713
Laflin St & Cullerton St,13307,41.85491457576575,-87.66355991363525
Clark St & Newport St,632,41.94454,-87.654678
Ashland Ave & Archer Ave,15442,41.83920868403,-87.6656098589
Marshfield Ave & 44th St,549,41.813996,-87.666589
